UserID,Source,Date Created,Country,Days Since Last Login,Day 1 Retention,Day 2 Retention,Day 3 Retention,Day 7 Retention,Day 14 Retention,Day 21 Retention,Day 28 Retention,Day 90 Retention,Converted,Day 1 Spend,Day 2 Spend,Day 3 Spend,Day 7 Spend,Day 14 Spend,Day 21 Spend,Day 28 Spend,Day 90 Spend,Trailing 14-Day Spend,classe
4087,Flurry Video Ads,5/22/2013,DE,54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4088,Organic,5/22/2013,US,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4089,Flurry Video Ads,5/22/2013,US,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4090,Facebook MI Ads,5/22/2013,DE,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4091,Flurry Video Ads,5/22/2013,GB,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4092,Organic,5/22/2013,GB,112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4093,Organic,5/22/2013,GB,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4094,Facebook MI Ads,5/22/2013,US,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4095,Flurry Video Ads,5/22/2013,GB,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4096,Cross-Promotion,5/22/2013,DE,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4097,Organic,5/22/2013,DE,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4098,Facebook MI Ads,5/22/2013,DE,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4099,Flurry Video Ads,5/22/2013,GB,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4100,Cross-Promotion,5/22/2013,DE,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4101,Flurry Video Ads,5/22/2013,DE,95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4102,Flurry Video Ads,5/22/2013,DE,106,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4103,Cross-Promotion,5/22/2013,GB,105,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4104,Flurry Video Ads,5/22/2013,DE,91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4105,Facebook MI Ads,5/22/2013,US,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4106,Flurry Video Ads,5/22/2013,GB,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4107,Facebook MI Ads,5/22/2013,GB,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4108,Facebook MI Ads,5/22/2013,US,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4109,Cross-Promotion,5/22/2013,DE,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4110,Facebook MI Ads,5/22/2013,US,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4111,Organic,5/22/2013,US,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4112,Organic,5/22/2013,DE,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4113,Cross-Promotion,5/22/2013,US,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4114,Facebook MI Ads,5/22/2013,DE,139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4115,Flurry Video Ads,5/22/2013,DE,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4116,Cross-Promotion,5/22/2013,GB,83,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4117,Organic,5/22/2013,DE,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4118,Facebook MI Ads,5/22/2013,US,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4119,Facebook MI Ads,5/22/2013,US,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4120,Flurry Video Ads,5/22/2013,US,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4121,Flurry Video Ads,5/22/2013,US,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4122,Cross-Promotion,5/22/2013,DE,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4123,Facebook MI Ads,5/22/2013,DE,167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4124,Facebook MI Ads,5/22/2013,DE,119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4125,Cross-Promotion,5/22/2013,DE,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4126,Organic,5/22/2013,DE,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4127,Flurry Video Ads,5/22/2013,DE,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4128,Facebook MI Ads,5/22/2013,DE,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4129,Cross-Promotion,5/22/2013,DE,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4130,Organic,5/22/2013,DE,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4131,Facebook MI Ads,5/22/2013,GB,118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4132,Organic,5/22/2013,US,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4133,Cross-Promotion,5/22/2013,US,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4134,Flurry Video Ads,5/22/2013,DE,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4135,Facebook MI Ads,5/22/2013,DE,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4136,Flurry Video Ads,5/22/2013,US,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4137,Flurry Video Ads,5/22/2013,GB,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4138,Facebook MI Ads,5/22/2013,DE,147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4139,Organic,5/22/2013,GB,57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4140,Facebook MI Ads,5/22/2013,DE,169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4141,Flurry Video Ads,5/22/2013,US,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4142,Flurry Video Ads,5/22/2013,US,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4143,Cross-Promotion,5/22/2013,GB,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4144,Facebook MI Ads,5/22/2013,DE,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4145,Flurry Video Ads,5/22/2013,US,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4146,Facebook MI Ads,5/22/2013,US,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4147,Cross-Promotion,5/22/2013,GB,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4148,Organic,5/22/2013,DE,154,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4149,Organic,5/22/2013,US,128,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4150,Flurry Video Ads,5/22/2013,US,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4151,Facebook MI Ads,5/22/2013,DE,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4152,Flurry Video Ads,5/22/2013,DE,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4153,Facebook MI Ads,5/22/2013,US,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4154,Organic,5/22/2013,DE,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4155,Cross-Promotion,5/22/2013,DE,142,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4156,Cross-Promotion,5/22/2013,GB,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4157,Facebook MI Ads,5/22/2013,US,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4158,Cross-Promotion,5/22/2013,GB,78,1,1,0,0,0,0,0,0,1,6.38,9.39,16.49,23.57,29.24,35.08,37.83,53.37,0,A
4159,Organic,5/22/2013,GB,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4160,Cross-Promotion,5/22/2013,US,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4161,Organic,5/22/2013,DE,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4162,Flurry Video Ads,5/22/2013,US,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4163,Flurry Video Ads,5/22/2013,GB,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4164,Flurry Video Ads,5/22/2013,GB,136,1,1,0,0,0,0,0,0,1,8.84,13.07,17.6,23.58,28.55,31.72,34.28,45.85,0,A
4165,Flurry Video Ads,5/22/2013,DE,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4166,Flurry Video Ads,5/22/2013,US,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4167,Organic,5/22/2013,GB,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4168,Flurry Video Ads,5/22/2013,GB,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4169,Facebook MI Ads,5/22/2013,DE,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4170,Facebook MI Ads,5/22/2013,US,128,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4171,Facebook MI Ads,5/22/2013,GB,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4172,Flurry Video Ads,5/22/2013,DE,151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4173,Organic,5/22/2013,US,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4174,Organic,5/22/2013,DE,65,1,1,0,0,0,0,0,0,1,11.26,15.24,22.7,27.22,32.05,36.45,39.47,51.59,0,A
4175,Cross-Promotion,5/22/2013,US,92,1,0,0,0,0,0,0,0,1,8.24,14.93,17.05,21.33,25.76,28.54,30.92,49.65,0,A
4176,Organic,5/22/2013,US,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4177,Facebook MI Ads,5/22/2013,US,133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4178,Facebook MI Ads,5/22/2013,GB,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4179,Facebook MI Ads,5/22/2013,GB,170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4180,Cross-Promotion,5/22/2013,DE,79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4181,Flurry Video Ads,5/22/2013,US,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4182,Flurry Video Ads,5/22/2013,US,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4183,Cross-Promotion,5/22/2013,DE,121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4184,Flurry Video Ads,5/22/2013,DE,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4185,Cross-Promotion,5/22/2013,GB,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4186,Organic,5/22/2013,GB,51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4187,Cross-Promotion,5/22/2013,DE,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4188,Cross-Promotion,5/22/2013,DE,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4189,Facebook MI Ads,5/22/2013,US,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4190,Cross-Promotion,5/22/2013,GB,139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4191,Facebook MI Ads,5/22/2013,DE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4192,Facebook MI Ads,5/22/2013,GB,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4193,Facebook MI Ads,5/22/2013,GB,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4194,Flurry Video Ads,5/22/2013,DE,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4195,Facebook MI Ads,5/22/2013,GB,163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4196,Organic,5/22/2013,GB,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4197,Facebook MI Ads,5/22/2013,DE,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4198,Flurry Video Ads,5/22/2013,US,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4199,Facebook MI Ads,5/22/2013,DE,67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4200,Organic,5/22/2013,DE,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4201,Cross-Promotion,5/22/2013,US,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4202,Organic,5/22/2013,DE,45,1,1,1,0,0,0,0,0,1,10.63,14.94,19.18,24.79,30.22,33.07,37,55.34,0,A
4203,Organic,5/22/2013,GB,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4204,Facebook MI Ads,5/22/2013,GB,136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4205,Cross-Promotion,5/22/2013,US,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4206,Organic,5/22/2013,GB,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4207,Flurry Video Ads,5/22/2013,DE,68,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4208,Cross-Promotion,5/22/2013,DE,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4209,Organic,5/22/2013,US,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4210,Organic,5/22/2013,US,37,1,0,0,0,0,0,0,0,1,10.64,12.77,15.3,18.47,22.48,27.23,30.05,45.24,0,A
4211,Cross-Promotion,5/22/2013,DE,73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4212,Facebook MI Ads,5/22/2013,US,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4213,Cross-Promotion,5/22/2013,DE,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4214,Flurry Video Ads,5/22/2013,US,36,0,1,0,0,0,0,0,0,1,7.63,11.44,14.15,20.36,25.46,29.69,31.26,43.47,0,A
4215,Flurry Video Ads,5/22/2013,GB,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4216,Cross-Promotion,5/22/2013,GB,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4217,Organic,5/22/2013,US,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4218,Flurry Video Ads,5/22/2013,DE,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4219,Facebook MI Ads,5/22/2013,DE,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4220,Facebook MI Ads,5/22/2013,GB,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4221,Cross-Promotion,5/22/2013,US,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4222,Flurry Video Ads,5/22/2013,DE,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4223,Cross-Promotion,5/22/2013,US,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4224,Facebook MI Ads,5/22/2013,US,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4225,Cross-Promotion,5/22/2013,US,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4226,Flurry Video Ads,5/22/2013,US,12,1,0,0,0,0,0,0,0,1,11.16,18.37,25.43,33.32,38.64,42.81,44.26,62.6,2.61,A
4227,Facebook MI Ads,5/22/2013,US,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4228,Organic,5/22/2013,GB,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4229,Organic,5/22/2013,US,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4230,Organic,5/22/2013,DE,131,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4231,Flurry Video Ads,5/22/2013,DE,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4232,Organic,5/22/2013,GB,170,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4233,Facebook MI Ads,5/22/2013,US,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4234,Cross-Promotion,5/22/2013,GB,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4235,Flurry Video Ads,5/22/2013,US,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4236,Facebook MI Ads,5/22/2013,US,150,1,1,0,0,0,0,0,0,1,5.98,11.12,16.7,21.76,28.41,31.82,34.77,53.49,0,A
4237,Flurry Video Ads,5/22/2013,GB,84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4238,Organic,5/22/2013,GB,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4239,Organic,5/22/2013,GB,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4240,Flurry Video Ads,5/22/2013,US,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4241,Organic,5/22/2013,GB,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4242,Facebook MI Ads,5/22/2013,US,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4243,Cross-Promotion,5/22/2013,US,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4244,Facebook MI Ads,5/22/2013,US,136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4245,Cross-Promotion,5/22/2013,US,159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4246,Flurry Video Ads,5/22/2013,DE,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4247,Flurry Video Ads,5/22/2013,GB,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4248,Organic,5/22/2013,DE,93,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4249,Organic,5/22/2013,GB,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4250,Cross-Promotion,5/22/2013,DE,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4251,Organic,5/22/2013,US,52,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4252,Flurry Video Ads,5/22/2013,DE,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4253,Flurry Video Ads,5/22/2013,GB,161,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4254,Cross-Promotion,5/22/2013,DE,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4255,Facebook MI Ads,5/22/2013,GB,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4256,Flurry Video Ads,5/22/2013,DE,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4257,Facebook MI Ads,5/22/2013,US,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4258,Organic,5/22/2013,GB,157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4259,Flurry Video Ads,5/22/2013,GB,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4260,Facebook MI Ads,5/22/2013,US,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4261,Organic,5/22/2013,GB,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4262,Organic,5/22/2013,DE,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4263,Organic,5/22/2013,US,21,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4264,Organic,5/22/2013,US,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4265,Flurry Video Ads,5/22/2013,US,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4266,Facebook MI Ads,5/22/2013,GB,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4267,Organic,5/22/2013,DE,108,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4268,Cross-Promotion,5/22/2013,US,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4269,Facebook MI Ads,5/22/2013,US,164,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4270,Organic,5/22/2013,US,73,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4271,Facebook MI Ads,5/22/2013,US,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4272,Organic,5/22/2013,US,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4273,Facebook MI Ads,5/22/2013,GB,83,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4274,Organic,5/22/2013,GB,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4275,Flurry Video Ads,5/22/2013,DE,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4276,Facebook MI Ads,5/22/2013,US,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4277,Facebook MI Ads,5/22/2013,US,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4278,Cross-Promotion,5/22/2013,GB,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4279,Flurry Video Ads,5/22/2013,DE,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4280,Flurry Video Ads,5/22/2013,DE,54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4281,Flurry Video Ads,5/22/2013,GB,151,1,1,0,0,0,0,0,0,1,9.97,17.4,23.54,30.58,36.94,41.29,42.35,57.35,0,A
4282,Organic,5/22/2013,US,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4283,Cross-Promotion,5/22/2013,US,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4284,Facebook MI Ads,5/22/2013,GB,106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4285,Organic,5/22/2013,DE,133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4286,Flurry Video Ads,5/22/2013,DE,92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4287,Organic,5/22/2013,US,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4288,Organic,5/22/2013,DE,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4289,Cross-Promotion,5/22/2013,GB,87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4290,Organic,5/22/2013,GB,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4291,Cross-Promotion,5/22/2013,US,118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4292,Flurry Video Ads,5/22/2013,DE,105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4293,Flurry Video Ads,5/22/2013,US,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4294,Flurry Video Ads,5/22/2013,GB,97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4295,Cross-Promotion,5/22/2013,GB,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4296,Facebook MI Ads,5/22/2013,US,137,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4297,Organic,5/22/2013,US,138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4298,Flurry Video Ads,5/22/2013,DE,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4299,Cross-Promotion,5/22/2013,GB,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4300,Cross-Promotion,5/22/2013,DE,154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4301,Organic,5/22/2013,DE,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4302,Cross-Promotion,5/22/2013,DE,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4303,Organic,5/22/2013,GB,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4304,Organic,5/22/2013,DE,159,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4305,Organic,5/22/2013,US,93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4306,Flurry Video Ads,5/22/2013,GB,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4307,Organic,5/22/2013,DE,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4308,Organic,5/22/2013,US,141,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4309,Facebook MI Ads,5/22/2013,DE,64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
4310,Organic,5/22/2013,GB,62,1,1,0,0,0,0,0,0,1,7.59,12.03,16.88,19.97,22.82,25.98,26.8,34.07,0,A
